cliente,produto,quantidade
b'DlJsFg',b'gqu5zQ',2
b'wdZs9w',b'-zr2EA',4
b'wdZs9w',b'gNP-wg',2
b'wdZs9w',b'zhwMmw',2
b'wdZs9w',b'8foV3A',2
b'wdZs9w',b'Gn3l0Q',2
b'wdZs9w',b'Lrg2cA',2
b'wdZs9w',b'HluheQ',4
b'wdZs9w',b'ee0Xcw',2
b'wdZs9w',b'Ungyww',4
b'wdZs9w',b'u6K7xw',2
b'wdZs9w',b'2ISVmA',2
b'wdZs9w',b'LxjIwA',2
b'wdZs9w',b'wsbidg',2
b'wdZs9w',b'.wl2OA',2
b'icv76A',b'om9ckA',2
b'icv76A',b'1mqIWg',2
b'icv76A',b'x..bcA',2
b'yFwWgA',b'QHU2ig',2
b'yFwWgA',b'adofnQ',2
b'yFwWgA',b'hYA6CA',2
b'7n81Yw',b'adofnQ',2
b'7n81Yw',b'7D-LPg',2
b'lzOgNQ',b'adySIA',2
b'lzOgNQ',b'sNZYbg',2
b'lzOgNQ',b'eQ81hQ',2
b'lzOgNQ',b'9c6AGA',2
b'lzOgNQ',b'W8wo4A',2
b'lzOgNQ',b'hgOZsA',2
b'RfSpvg',b'zXa8ig',2
b'RfSpvg',b'RNVuyA',2
b'RfSpvg',b'5DAidA',2
b'RfSpvg',b'8foV3A',2
b'RfSpvg',b'4pvWKg',2
b'RfSpvg',b'RKN0HA',2
b'RfSpvg',b'AqHNYg',4
b'RfSpvg',b'qFVcjA',2
b'RfSpvg',b'ZAlWgA',2
b'RfSpvg',b'.VFvyw',2
b'RfSpvg',b'ILXukA',2
b'RfSpvg',b'qUlppg',2
b'RfSpvg',b'-yzp5w',2
b'RfSpvg',b'z3Mkxg',2
b'RfSpvg',b'lju3Wg',6
b'RfSpvg',b'g5qviQ',2
b'RfSpvg',b'mJMFhA',2
b'RfSpvg',b'2aw32A',2
b'RfSpvg',b'GwJR8A',2
b'RfSpvg',b'vqiF9g',2
b'RfSpvg',b'xeSoIA',2
b'RfSpvg',b'lOaiJg',2
b'RfSpvg',b'I6F73A',12
b'RfSpvg',b'BTbPRA',4
b'RfSpvg',b'0V1Neg',2
b'RfSpvg',b'h4YeFg',2
b'lVEtHw',b'tddB3A',2
b'dgfcLA',b'wXkfrg',2
b'dgfcLA',b'oAdmrA',2
b'YnwSrg',b'cO1oqA',2
b'YnwSrg',b'xjQOgA',2
b'r0.W5A',b'NNu-rA',2
b'r0.W5A',b'ZIK96Q',2
b'r0.W5A',b'5tSp0A',2
b'r0.W5A',b'KeUG2Q',2
b'r0.W5A',b'7D-LPg',2
b'r0.W5A',b'yMd9sw',2
b'r0.W5A',b'-3PaiA',2
b'r0.W5A',b'3jq.UQ',2
b'r0.W5A',b'tqd-AA',2
b'r0.W5A',b'NpGceA',2
b'r0.W5A',b'z9piIA',2
b'r0.W5A',b'f.z9LA',2
b'r0.W5A',b'T2xz5w',2
b'rGElCg',b'eNw5kg',2
b'rGElCg',b'AVkLmA',2
b'rGElCg',b'8foV3A',2
b'rGElCg',b'0kabpQ',2
b'rGElCg',b'.C2OKQ',2
b'rGElCg',b'k-GY.A',4
b'rGElCg',b'f2KmfA',4
b'rGElCg',b'bDIdAw',2
b'rGElCg',b'KATRoA',2
b'rGElCg',b'z.v74A',2
b'rGElCg',b'Wad8Dg',4
b'rGElCg',b'1sB7Og',6
b'rGElCg',b'rSY22A',2
b'rGElCg',b'8KEILA',2
b'rGElCg',b'egVbsg',2
b'rGElCg',b'qPbV4A',2
b'rGElCg',b'2.HdEg',2
b'rGElCg',b'0-MYxA',4
b'rGElCg',b'83B5MA',2
b'rGElCg',b'BJvbLg',2
b'rGElCg',b'ib5EHA',2
b'rGElCg',b'wp.omg',2
b'rGElCg',b'YV0muA',4
b'rGElCg',b'Qn8kNA',2
b'rGElCg',b'hS8akw',2
b'rGElCg',b'JBVQoA',2
b'rGElCg',b'cKOLmw',4
b'rGElCg',b'g2cPyw',2
b'rGElCg',b'A52u-A',2
b'rGElCg',b'4.ubQA',2
b'rGElCg',b'cSNb8A',2
b'rGElCg',b'biIXKA',4
b'rGElCg',b'AuGJgw',6
b'rGElCg',b'TWy-Fw',2
b'rGElCg',b'o.i4WA',2
b'rGElCg',b'kb6AGw',4
b'rGElCg',b'TvyeUA',4
b'rGElCg',b'zIJNrg',2
b'rGElCg',b'JhVJYA',2
b'rGElCg',b'FScVaA',2
b'rGElCg',b'9PRqEQ',2
b'SXTqJA',b'x4p4HQ',2
b'SXTqJA',b'DvpZOQ',2
b'SXTqJA',b'QU2AKA',2
b'SXTqJA',b'xeSoIA',2
b'SXTqJA',b'8TgdpA',2
b'RRQC6A',b'kPOQIQ',2
b'RRQC6A',b'DjcmEA',2
b'f0oPXQ',b'TkKnJA',2
b'8Ghfig',b'XiQQ5A',2
b'8Ghfig',b'JKqjiA',2
b'LjfX3A',b'2HyrGA',2
b'LjfX3A',b'j3yJqQ',2
b'LjfX3A',b'7D-LPg',2
b'LjfX3A',b'3T30Cw',2
b'LjfX3A',b'V13f8A',2
b'LjfX3A',b'xfXZUw',2
b'LjfX3A',b'b8NuPg',2
b'm4D9Pg',b'yiQjsw',2
b'm4D9Pg',b'7-D8vQ',2
b'm4D9Pg',b'UGXQCA',2
b'u9bUtA',b'c5f-Hg',2
b'u9bUtA',b'qFVcjA',2
b'u9bUtA',b'qvX9WA',2
b'u9bUtA',b's8.iwg',2
b'u9bUtA',b'.wl2OA',2
b'u9bUtA',b'wazQdA',2
b'SogUAg',b'2ISVmA',2
b'nvsX3A',b'aFUIgg',2
b'nvsX3A',b'WY8oAw',2
b'ZYwrzA',b'Pu.V3Q',2
b'ZYwrzA',b'w6ZABA',2
b'SmulGw',b'1lDMLA',2
b'sA0TDA',b'1zXRog',2
b'28o.jg',b'DTzQDQ',2
b'28o.jg',b'1zh6aA',2
b'28o.jg',b'kse.Sg',2
b'dx-ITw',b'u0IoIA',2
b'dx-ITw',b'zilWMg',2
b'dx-ITw',b'o7MoUA',2
b'dx-ITw',b'5LxAQA',2
b'dx-ITw',b'G7nJqA',2
b'dx-ITw',b'14xDaA',2
b'dx-ITw',b'X4-YDA',4
b'dx-ITw',b'bcIsAA',2
b'dx-ITw',b'FMaOPQ',2
b'dx-ITw',b'OKwj2A',2
b'dx-ITw',b'nmQG8w',2
b'dx-ITw',b'rooGFA',4
b'dx-ITw',b'HjhgjQ',2
b'dx-ITw',b'qcy7XA',2
b'dx-ITw',b'ztYjwA',2
b'528mqg',b'kJ-W0A',2
b'VWaOnA',b'GzelzA',2
b'b3A12g',b'gReWUA',2
b'b3A12g',b'QdZVsA',2
b'b3A12g',b'kw.tAg',2
b'b3A12g',b'qPbV4A',2
b'b3A12g',b'.kMgCw',2
b'b3A12g',b'bJZ8IA',2
b'wjAGAA',b'adySIA',2
b'wjAGAA',b'NEl9zQ',2
b'wjAGAA',b'IhbvQA',2
b'wjAGAA',b'hrFDzA',2
b'wjAGAA',b'2Kd6jw',2
b'wjAGAA',b'f.yM0A',2
b'wjAGAA',b'0EYFYA',2
b'eFqP7w',b'R4Gl9g',2
b'eFqP7w',b'OkpItw',2
b'eFqP7w',b'35VdyA',2
b'eFqP7w',b'KnlRxQ',10
b'eFqP7w',b'UANscA',6
b'eFqP7w',b'HlyOFA',2
b'eFqP7w',b'As2iAw',4
b'eFqP7w',b'pl3zaA',2
b'eFqP7w',b'4qLZ8Q',2
b'eFqP7w',b'8SV0EQ',6
b'eFqP7w',b'j2T7rw',2
b'FtULJQ',b'HAINYA',2
b'3YydTg',b'kt7wLQ',2
b'3YydTg',b'pwj9uw',2
b'3YydTg',b'Ziex2A',2
b'tf4rNA',b'2u5Fig',2
b'AamzVA',b'YCmkBg',2
b'AamzVA',b'XOqFzQ',2
b'AamzVA',b'I.CcmA',8
b'AamzVA',b'q8N8sA',2
b'AamzVA',b'mojfhA',2
b'AamzVA',b'gJubKA',2
b'AamzVA',b'l-qa0Q',2
b'AamzVA',b'x-JtDA',2
b'AamzVA',b's8.iwg',2
b'AamzVA',b'WY8oAw',2
b'BzPlEA',b'wZ0Q6Q',2
b'BzPlEA',b'9RnB3w',2
b'BzPlEA',b'Y4Tfsw',2
b'BzPlEA',b'ql8iJw',2
b'BzPlEA',b'BtMXMA',2
b'BzPlEA',b'v7-14A',2
b'BzPlEA',b'CuqiMg',4
b'BzPlEA',b'E3APng',2
b'BzPlEA',b'iHHhoA',1
b'BzPlEA',b'k-sKgA',1
b'BzPlEA',b'YIoeEA',2
b'BzPlEA',b'x-JtDA',2
b'BzPlEA',b'WmHxyw',2
b'BzPlEA',b'o.i4WA',2
b'F1E-og',b'4qLZ8Q',2
b'QoiigA',b'umIuww',2
b'QoiigA',b'fRIHfQ',2
b'ybu0aQ',b'entb1Q',8
b'oyIRFw',b'1IbKsg',2
b'oyIRFw',b'Ni-PIg',2
b'TJO0Jw',b'qsr4Dg',2
b'TJO0Jw',b'1ddyqQ',4
b'TJO0Jw',b'HufgNw',2
b'TJO0Jw',b'6W1CqA',2
b'TJO0Jw',b'u-XuWg',2
b'TJO0Jw',b'7G0csA',2
b'TJO0Jw',b'Hh.Bxg',6
b'TJO0Jw',b'2bVhGw',2
b'TJO0Jw',b'5xFZUg',2
b'TJO0Jw',b'Kf3n6A',2
b'TJO0Jw',b'8C2zyg',2
b'TJO0Jw',b'S7Z9kA',10
b'TJO0Jw',b'KN8CeQ',2
b'TJO0Jw',b'fpVH7g',2
b'TJO0Jw',b'xk665w',2
b'TJO0Jw',b'Awd04Q',2
b'TJO0Jw',b'fLTc.A',2
b'TJO0Jw',b'S9DSlg',4
b'TJO0Jw',b'8zh9mw',2
b'TJO0Jw',b'Wa1XbQ',2
b'0682xg',b'wNzGDA',2
b'0682xg',b'Z8V6TA',2
b'0682xg',b'QVXcnA',2
b'hlm1nA',b'KN-5YA',2
b'hlm1nA',b'QhD6fQ',2
b'hlm1nA',b'mXAZtw',2
b'hlm1nA',b'1G4MjQ',2
b'hlm1nA',b'fQURFw',2
b'hlm1nA',b'V8eiQQ',2
b'kT9QhA',b'AVkLmA',2
b'kT9QhA',b'k35C6g',2
b'kT9QhA',b'c5f-Hg',2
b'kT9QhA',b'vjmgGA',2
b'kT9QhA',b'xIsKQg',2
b'kT9QhA',b'gswx-w',2
b'kT9QhA',b'kcLG7w',4
b'kT9QhA',b'.jK30w',2
b'kT9QhA',b'cisCIw',2
b'kT9QhA',b'ntkHVg',2
b'kT9QhA',b'7D-LPg',2
b'kT9QhA',b'UvIpvQ',2
b'kT9QhA',b'7HPmcA',2
b'kT9QhA',b'sP17EA',2
b'kT9QhA',b'JP-0aQ',2
b'kT9QhA',b'3jq.UQ',2
b'kT9QhA',b'xnyiag',4
b'kT9QhA',b'2bVhGw',2
b'kT9QhA',b'IvFceg',2
b'kT9QhA',b'3CQt.g',2
b'kT9QhA',b'sikfqA',2
b'kT9QhA',b'PFWVPg',2
b'kT9QhA',b'c.uNTQ',2
b'kT9QhA',b'sHWN4A',2
b'kT9QhA',b'n4ycDw',2
b'kT9QhA',b'VetUTg',2
b'kT9QhA',b'a.-igQ',2
b'kT9QhA',b'QIPWRA',2
b'kT9QhA',b'S9DSlg',2
b'kT9QhA',b'2X-YZw',2
b'kT9QhA',b'm2-cyA',2
b'kT9QhA',b'VFvWRg',2
b'kT9QhA',b'PkUgsw',2
b'b5AEBA',b'9qHmuA',2
b'0.ktCA',b'ZSHQOg',2
b'0.ktCA',b'FjHsZw',2
b'0.ktCA',b'AuGJgw',2
b'0.ktCA',b'SDU2PA',2
b'lTXpCQ',b'2ISVmA',2
b'lTXpCQ',b'Xtq9ig',2
b'035ZpA',b'lfhSWQ',2
b'035ZpA',b'EImaWA',2
b'035ZpA',b'hfKk2w',2
b'035ZpA',b'EGnV.w',2
b'035ZpA',b'hIy3lQ',2
b'035ZpA',b'xeSoIA',2
b'035ZpA',b'OxWXfg',2
b'FkZ5AA',b'EuK7Zw',2
b'hFtOfA',b'vezogg',2
b'hFtOfA',b'aFUIgg',2
b'1e1yxw',b'y7D8hA',2
b'1e1yxw',b'4qLZ8Q',2
b'.rocOQ',b's2mS.g',2
b'.rocOQ',b'ZIK96Q',2
b'.rocOQ',b'e2P4oA',2
b'.rocOQ',b'KVmKMw',2
b'.rocOQ',b'S7Ia-g',2
b'.rocOQ',b'NwHGwA',2
b'.rocOQ',b'8ZtuoQ',2
b'wATb.A',b'JoyASg',1
b'B864yA',b'r07Yjw',2
b'B864yA',b'PmA0dA',4
b'B864yA',b'bh7TYQ',4
b'B864yA',b'JVjFwA',2
b'B864yA',b'GChhQg',2
b'B864yA',b'CtjUuw',2
b'CSQ0zg',b'af1Nhg',2
b'CSQ0zg',b'HqXlDw',2
b'CSQ0zg',b'SB3m.Q',2
b'CSQ0zg',b'1sB7Og',2
b'CSQ0zg',b'FxD68A',2
b'CSQ0zg',b'y03YKA',2
b'CSQ0zg',b'CwA4Kw',2
b'CSQ0zg',b'lVJpUA',2
b'CSQ0zg',b'NVy7Cw',2
b'CSQ0zg',b'W1QwXA',2
b'CSQ0zg',b'.Zqi7g',2
b'CSQ0zg',b'YuZSlA',2
b'CSQ0zg',b'2iZSeA',4
b'CSQ0zg',b'rKGq5A',2
b'CSQ0zg',b'NRKrrA',2
b'CSQ0zg',b'KzA8wA',2
b'CSQ0zg',b'oIuc2g',2
b'CSQ0zg',b'1VXusA',2
b'CSQ0zg',b'51RqxQ',2
b'CSQ0zg',b't3Qy4w',2
b'CSQ0zg',b'S9DSlg',2
b'CSQ0zg',b'8t3DrA',4
b'iCxRXQ',b'W8GzGA',2
b'iCxRXQ',b'GQI0YQ',2
b'hZO-Lg',b'-Ukl4w',2
b'hZO-Lg',b'hhZSxw',2
b'hZO-Lg',b'xeSoIA',2
b'ADwFWA',b'adySIA',2
b'ADwFWA',b'k-GY.A',2
b'ADwFWA',b'DvpZOQ',2
b'ADwFWA',b'VhBwag',2
b'ADwFWA',b'oB7hwA',2
b'KFV6Bg',b'XJViaA',2
b'KFV6Bg',b'T4qmLw',2
b'VxKktA',b'iqeJZg',2
b'VxKktA',b'nDzYfg',2
b'33nd-A',b'PVj04A',2
b'33nd-A',b'5AgXpA',2
b'tx9tkg',b'AVkLmA',2
b'tx9tkg',b'9-oakg',2
b'tx9tkg',b'aFUIgg',2
b'tx9tkg',b'5lep2A',2
b'yJys2A',b'isUtKA',2
b'yJys2A',b'UAO6NA',2
b'yJys2A',b'd2Mp4Q',2
b'yJys2A',b'fXufGg',2
b'yJys2A',b'xDHjhw',2
b'yJys2A',b'VhFqeA',2
b'yJys2A',b'YVwFmA',2
b'yJys2A',b'j.NALw',2
b'yJys2A',b'jB0Gkw',2
b'yJys2A',b'L6.I4w',4
b'yJys2A',b'N78P7A',4
b'yJys2A',b'13G7lA',2
b'yJys2A',b'lQgPqA',2
b'yJys2A',b'X22.xw',2
b'yJys2A',b'kb6AGw',2
b'yJys2A',b'yDpvvg',2
b'R-Uw.w',b'uwVEqw',14
b'R-Uw.w',b'7w7CqQ',2
b'R-Uw.w',b'e25sAg',2
b'R-Uw.w',b'E-D1Nw',2
b'R-Uw.w',b'7G0csA',2
b'R-Uw.w',b'PVj04A',2
b'R-Uw.w',b'iwHgTQ',2
b'R-Uw.w',b'QQ1Egw',2
b'R-Uw.w',b'hbikQA',2
b'R-Uw.w',b'efpwiQ',2
b'R-Uw.w',b'PCSIWg',4
b'R-Uw.w',b'vH-h4A',2
b'w9Df3g',b'ijtvMg',2
b'FUzS4A',b'0kEUIA',2
b'FUzS4A',b'fgl4AA',2
b'FUzS4A',b'srxy5g',2
b'FUzS4A',b'FIg-DA',2
b'FUzS4A',b'7f9SwA',2
b'FUzS4A',b'7zleJA',2
b'FUzS4A',b'NN3GIA',2
b'FUzS4A',b'C.NSnw',2
b'FUzS4A',b'kKJX9w',2
b'FUzS4A',b'E3APng',2
b'FUzS4A',b'zicQcA',2
b'FUzS4A',b'BM-X5g',2
b'FUzS4A',b'JLgqeQ',4
b'FUzS4A',b'dzLf8A',2
b'FUzS4A',b'KGk5xw',2
b'FUzS4A',b'uLmV8g',2
b'FUzS4A',b'WiWMrw',2
b'FUzS4A',b'kKG-5w',2
b'FUzS4A',b'L4SmGg',2
b'FUzS4A',b'ZvB0eQ',2
b'FUzS4A',b'iGl1rg',2
b'FUzS4A',b'27bgeQ',2
b'qOZlnQ',b'X4QAgw',2
b'qOZlnQ',b'2vT3pA',2
b'qOZlnQ',b'6i9qbA',2
b'qOZlnQ',b'n-9Opg',2
b'qOZlnQ',b'bBiHIQ',2
b'KScjNg',b'ENbhjg',2
b'AOIx0Q',b'ql8iJw',2
b'dWuMzw',b'qsr4Dg',2
b'dWuMzw',b'mfVqEQ',2
b'cc6X8w',b'eUui0A',2
b'cc6X8w',b'vGbjaA',2
b'cc6X8w',b'BydjTQ',2
b'ucFfDA',b'2ffzRg',2
b'WlIPJw',b'7FZ60w',2
b'WlIPJw',b'kQya.A',2
b'WlIPJw',b'SlGP7g',2
b'xgwnDA',b'DA8KoA',2
b'xgwnDA',b'fHUa8A',2
b'xgwnDA',b'wWZKTg',2
b'xgwnDA',b'E0KQcA',2
b'xgwnDA',b'RvBMiQ',2
b'xgwnDA',b'f.K3ew',2
b'xgwnDA',b'5pkohQ',2
b'xgwnDA',b'adcgAQ',2
b'xgwnDA',b'iboT8A',2
b'xgwnDA',b'Ax07TA',2
b'xgwnDA',b'7G0csA',2
b'xgwnDA',b'bvhLLQ',2
b'xgwnDA',b'H3QxKg',2
b'xgwnDA',b'ILXukA',2
b'xgwnDA',b'Q6Vt3g',2
b'xgwnDA',b'kkhKEA',2
b'xgwnDA',b'gYzQ2Q',2
b'xgwnDA',b'TTxLBw',2
b'xgwnDA',b'mfVqEQ',2
b'xgwnDA',b'q4.N8A',2
b'xgwnDA',b'Qruuiw',2
b'xgwnDA',b'9jDA1g',2
b'xgwnDA',b'vqiF9g',2
b'xgwnDA',b'ifQ9pg',2
b'xgwnDA',b'ODsgkw',2
b'xgwnDA',b'gvDn8g',2
b'xgwnDA',b'ql-F1g',2
b'xgwnDA',b'YbG30Q',2
b'AiaKWg',b'6i4VsQ',2
b'AiaKWg',b'EImaWA',2
b'AiaKWg',b'GqdFBg',2
b'AiaKWg',b'TeRGsQ',2
b'AiaKWg',b'a6709w',2
b'AiaKWg',b'b09PLg',4
b'AiaKWg',b'iu0WKg',2
b'AiaKWg',b'-Ukl4w',2
b'AiaKWg',b'88ydoQ',2
b'AiaKWg',b'IeUPfQ',4
b'AiaKWg',b'h9QtSw',2
b'AiaKWg',b'fEnNXQ',2
b'AiaKWg',b'0kEUIA',2
b'AiaKWg',b'lCRFAA',2
b'AiaKWg',b'DE-plw',2
b'AiaKWg',b'0CT8vw',2
b'AiaKWg',b'K-OjIA',2
b'AiaKWg',b'8foV3A',2
b'AiaKWg',b'WjrDIA',2
b'AiaKWg',b'wPoSiw',4
b'AiaKWg',b'I1huBQ',2
b'AiaKWg',b'rYP7gg',2
b'AiaKWg',b'tZeJwA',2
b'AiaKWg',b'ulY1XA',2
b'AiaKWg',b'1.9dYQ',2
b'AiaKWg',b'MgfkaQ',4
b'AiaKWg',b'dCO8CA',2
b'AiaKWg',b'H9NReg',4
b'AiaKWg',b'ozaQog',2
b'AiaKWg',b'uNYrDA',2
b'AiaKWg',b'Qen-ig',2
b'AiaKWg',b'X4QAgw',2
b'AiaKWg',b'b28c8Q',2
b'AiaKWg',b'7zleJA',4
b'AiaKWg',b'bDgrIA',2
b'AiaKWg',b'kNpDQw',2
b'AiaKWg',b'sWBnBw',2
b'AiaKWg',b'AqHNYg',8
b'AiaKWg',b'yZeN6g',2
b'AiaKWg',b'gReWUA',4
b'AiaKWg',b'5UFR8A',2
b'AiaKWg',b'9KkTvQ',2
b'AiaKWg',b'wj3jtg',2
b'AiaKWg',b'c.B-EA',2
b'AiaKWg',b'hcyhUA',4
b'AiaKWg',b'aFUIgg',4
b'AiaKWg',b'dssuaA',2
b'AiaKWg',b'7D-LPg',2
b'AiaKWg',b'ZAlWgA',8
b'AiaKWg',b'DvpZOQ',2
b'AiaKWg',b'RQdNLw',4
b'AiaKWg',b'0BUafw',2
b'AiaKWg',b'dFtOuQ',4
b'AiaKWg',b'bh7TYQ',2
b'AiaKWg',b'AU8NNQ',2
b'AiaKWg',b'Kp6EbA',2
b'AiaKWg',b'ud7poA',2
b'AiaKWg',b'mnNFog',2
b'AiaKWg',b'HqJZiQ',2
b'AiaKWg',b'ZxKy8g',12
b'AiaKWg',b'CwA4Kw',2
b'AiaKWg',b'7G0csA',2
b'AiaKWg',b'qPbV4A',2
b'AiaKWg',b'ILXukA',4
b'AiaKWg',b'6BDpSA',2
b'AiaKWg',b'PVj04A',2
b'AiaKWg',b'2.HdEg',4
b'AiaKWg',b'xyhrFA',8
b'AiaKWg',b'xa2xqA',2
b'AiaKWg',b'gLXnuA',2
b'AiaKWg',b'Ci07qA',4
b'AiaKWg',b'y7o3EA',2
b'AiaKWg',b'7BHLQw',2
b'AiaKWg',b'UFbJsg',2
b'AiaKWg',b'NYZ1sw',2
b'AiaKWg',b'6m2dUA',4
b'AiaKWg',b'ib5EHA',2
b'AiaKWg',b'TTxLBw',2
b'AiaKWg',b'qSkV2A',2
b'AiaKWg',b'Yolj0Q',2
b'AiaKWg',b'OTRbvA',2
b'AiaKWg',b'gZzb7g',2
b'AiaKWg',b'bay7Hg',2
b'AiaKWg',b'AvniZA',2
b'AiaKWg',b'WyjxKA',2
b'AiaKWg',b'sikfqA',6
b'AiaKWg',b'8wASlA',2
b'AiaKWg',b'-yzp5w',4
b'AiaKWg',b'2BxWNw',2
b'AiaKWg',b'T.UstA',2
b'AiaKWg',b'CDAOCg',2
b'AiaKWg',b'SrH1oQ',4
b'AiaKWg',b'YzvB8A',2
b'AiaKWg',b'ZkNzcA',2
b'AiaKWg',b'VLCgyA',2
b'AiaKWg',b'y9.38g',2
b'AiaKWg',b'4U3pTQ',2
b'AiaKWg',b'zQRXoA',2
b'AiaKWg',b'z3Mkxg',4
b'AiaKWg',b'DkOUaA',2
b'AiaKWg',b'ZaU8PQ',2
b'AiaKWg',b'Qn8kNA',2
b'AiaKWg',b'wvDzOA',2
b'AiaKWg',b'y-oXLA',4
b'AiaKWg',b'mqG33A',2
b'AiaKWg',b'kZi6HA',2
b'AiaKWg',b'lju3Wg',18
b'AiaKWg',b'3Of6oA',2
b'AiaKWg',b'vurCcA',10
b'AiaKWg',b'BliUXA',2
b'AiaKWg',b'bzuLSw',4
b'AiaKWg',b'HQa.MA',2
b'AiaKWg',b'cKOLmw',2
b'AiaKWg',b'g2cPyw',2
b'AiaKWg',b'bUW2YA',2
b'AiaKWg',b'4.ubQA',2
b'AiaKWg',b'RNurbw',4
b'AiaKWg',b'Qruuiw',10
b'AiaKWg',b'kpI68g',4
b'AiaKWg',b'x-JtDA',4
b'AiaKWg',b's8.iwg',4
b'AiaKWg',b'Xp5yLw',6
b'AiaKWg',b'DUrBUQ',2
b'AiaKWg',b'vqiF9g',2
b'AiaKWg',b'EDUKEg',2
b'AiaKWg',b'QSo4gg',2
b'AiaKWg',b'biIXKA',2
b'AiaKWg',b'x5haaQ',2
b'AiaKWg',b'm6p.pQ',2
b'AiaKWg',b'Tf5xMg',2
b'AiaKWg',b'TWy-Fw',2
b'AiaKWg',b'U.XWYA',2
b'AiaKWg',b'bBiHIQ',2
b'AiaKWg',b'ilMWgw',2
b'AiaKWg',b'is6iZA',2
b'AiaKWg',b'Ttkmow',2
b'AiaKWg',b'G32jZg',2
b'AiaKWg',b'3iXFHg',2
b'AiaKWg',b'vCm5Kg',2
b'AiaKWg',b'uE4X5g',2
b'AiaKWg',b'dI-fgQ',2
b'AiaKWg',b'uLE5BA',8
b'AiaKWg',b'M9Ag0Q',2
b'AiaKWg',b'WapJYA',4
b'AiaKWg',b'yF-Sjg',2
b'AiaKWg',b'1TSpmA',10
b'AiaKWg',b'gRrqAw',14
b'AiaKWg',b'UKB3iQ',2
b'AiaKWg',b'o.i4WA',2
b'AiaKWg',b'4c1aKA',2
b'AiaKWg',b'ODsgkw',4
b'AiaKWg',b'3Y4C3w',2
b'AiaKWg',b'AZfcdQ',2
b'AiaKWg',b'XJeHsA',2
b'AiaKWg',b'UVpu8A',2
b'AiaKWg',b'FHzxbA',2
b'AiaKWg',b'ivJsLA',2
b'AiaKWg',b'RTaIfA',2
b'AiaKWg',b'S-AFvg',2
b'AiaKWg',b'OIPgUg',2
b'AiaKWg',b'i720JA',6
b'AiaKWg',b'bY9xuA',2
b'AiaKWg',b'PEgsLQ',2
b'AiaKWg',b'yU461Q',2
b'piJTsA',b'ZIK96Q',2
b'piJTsA',b'x4p4HQ',2
b'piJTsA',b'aVo4YA',2
b'piJTsA',b'eRRWRA',2
b'piJTsA',b'LaAPfA',2
b'piJTsA',b'BV132A',2
b'piJTsA',b'ap4UoA',2
b'OgaYxA',b'5LxAQA',2
b'OgaYxA',b'qvX9WA',2
b'nSgD7Q',b'DNai4A',2
b'nSgD7Q',b'FakBAw',2
b'nSgD7Q',b'TJJYXg',2
b'nSgD7Q',b'YqkRdQ',2
b'B8mC-Q',b'fXufGg',2
b'cFnCzA',b'zw.YHQ',2
b'cFnCzA',b'k-GY.A',2
b'cFnCzA',b'eGRdoA',2
b'cFnCzA',b'fpVH7g',2
b'cFnCzA',b'WeL9hA',2
b'T1OEhw',b'6Sx3Cw',2
b'MQG-WA',b'Xg4jEA',2
b'MQG-WA',b'P2h7UA',2
b'flNyYw',b'9BdFzA',2
b'flNyYw',b'poUR-A',2
b'flNyYw',b'RTaIfA',2
b'51QJNA',b'9-oakg',2
b'ULME.w',b'WtDulg',2
b'UCPw.A',b'2.PXNg',2
b'UCPw.A',b'rY4ROA',2
b'rY5feQ',b'Y3iVzA',2
b'rY5feQ',b'q8N8sA',2
b'rY5feQ',b'QVXcnA',2
b'2lYDKg',b'DQSIqg',2
b'eUhZxA',b'6Sx3Cw',2
b'eUhZxA',b'adySIA',2
b'eUhZxA',b'0-MYxA',2
b'8bmjtg',b'yYFtLA',2
b'8bmjtg',b'9.9kFQ',2
b'8bmjtg',b'SSGw-g',2
b'8bmjtg',b'rqxs2g',2
b'8bmjtg',b'YzbsgA',2
b'8bmjtg',b'Ilw34A',2
b'8bmjtg',b'0QVtQA',2
b'8bmjtg',b'KVmKMw',2
b'8bmjtg',b'kV.tIg',2
b'8bmjtg',b'Y.DPdA',2
b'8bmjtg',b'77KPAA',2
b'8bmjtg',b'm5oNYA',2
b'8bmjtg',b'hgj7qA',4
b'8bmjtg',b'-JrZoA',2
b'8bmjtg',b'Iuip0g',2
b'0d3hIA',b'x5.TwA',2
b'0d3hIA',b'ZV-TEg',2
b'B-QEWw',b't5B6KA',2
b'B-QEWw',b'4U3pTQ',2
b'B-QEWw',b'-LOlGQ',2
b'B-QEWw',b'LYHylw',2
b'q-QlIg',b'yiQjsw',2
b'q-QlIg',b'hcyhUA',2
b'8yelJA',b'9-oakg',2
b'8yelJA',b'x8gQFg',2
b'LGghdA',b'apK4fQ',2
b'LGghdA',b'HtiC1A',2
b'LGghdA',b'YhfIoA',2
b'pW7vlA',b'wPoSiw',2
b'pW7vlA',b'g7wmbg',2
b'pW7vlA',b'PMCJlQ',2
b'pW7vlA',b'W02P4g',2
b'9mFrFw',b'adySIA',2
b'9mFrFw',b'VYeL0A',2
b'IjNR1A',b'XJT8.g',2
b'H5E9KQ',b'AVkLmA',2
b'H5E9KQ',b'tZtbZA',2
b'H5E9KQ',b'x7LwYg',2
b'H5E9KQ',b'2.BEMQ',2
b'H5E9KQ',b'FeoNAA',2
b'H5E9KQ',b'2-y6NQ',2
b'H5E9KQ',b'qB1fow',2
b'H5E9KQ',b'SFe39Q',2
